0,85.0,35.0,85.0,35.0,10:15:42 391
任务1, 开始
-1,86.0,172.0,298.0,139.0,10:15:48 608
+1,265.0,171.0,10.999639,187.34494,10:15:48 807
+1,221.0,142.0,41.0,196.0,10:15:49 124
0,116.0,221.0,116.0,221.0,10:15:50 105
卡包,0,0,0,0,10:15:50 518
+1,260.0,136.0,64.5,144.5,10:16:10 534
+1,179.0,149.0,19.560534,189.24309,10:16:10 945
+1,189.0,153.0,42.91433,179.48816,10:16:11 582
-1,93.0,148.0,302.8287,140.55432,10:16:12 997
任务1, 结束
+2,149.0,31.0,170.78377,283.35132,10:16:14 786
＊主菜单＊,0,0,0,0,10:16:14 974
任务2, 开始
-1,71.0,173.0,294.13797,147.16202,10:16:24 112
-1,142.0,150.0,306.0,156.0,10:16:24 316
-1,96.0,149.0,302.0,149.0,10:16:24 582
-1,92.0,134.0,307.0,146.0,10:16:25 393
0,96.0,101.0,96.0,101.0,10:16:27 494
健康运动,0,0,0,0,10:16:27 541
+1,264.0,125.0,19.172289,192.44832,10:16:29 471
+1,258.0,120.0,16.398254,176.19467,10:16:29 978
+1,269.0,136.0,53.0,159.0,10:16:31 492
任务2, 结束
+2,151.0,17.0,233.2619,292.0476,10:16:38 023
＊主菜单＊,0,0,0,0,10:16:38 524
任务3, 开始
+1,271.0,144.0,4.0,192.0,10:16:41 651
+1,253.0,153.0,18.0,186.0,10:16:41 903
-1,54.0,181.0,293.0,181.0,10:16:42 521
0,114.0,224.0,114.0,224.0,10:16:43 987
短信息,0,0,0,0,10:16:44 028
+1,277.0,165.0,32.0,188.0,10:16:48 004
+1,281.0,144.0,41.46987,184.19879,10:16:48 616
+1,265.0,155.0,14.0,198.0,10:16:49 216
+2,150.0,25.0,176.42361,247.58531,10:16:50 973
＊主菜单＊,0,0,0,0,10:16:51 484
0,204.0,233.0,204.0,233.0,10:16:53 379
邮箱,0,0,0,0,10:16:53 442
+1,266.0,155.0,15.5,184.5,10:16:57 934
+1,248.0,149.0,37.908833,162.41823,10:16:58 675
+2,160.0,56.0,183.0,280.1993,10:17:07 968
＊主菜单＊,0,0,0,0,10:17:08 009
0,215.0,113.0,215.0,113.0,10:17:10 010
微信,0,0,0,0,10:17:10 045
+1,270.0,166.0,48.0,215.0,10:17:14 555
+1,247.0,180.0,31.44984,192.92897,10:17:15 280
+1,243.0,160.0,23.0,195.0,10:17:16 109
+1,252.0,159.0,52.115013,195.09949,10:17:18 570
-1,97.0,176.0,255.0,166.0,10:17:19 148
-1,115.0,174.0,278.0,166.0,10:17:19 537
-1,133.0,164.0,259.0,172.0,10:17:19 822
-1,166.0,126.0,302.00528,137.76126,10:17:20 147
0,118.0,143.0,118.0,143.0,10:17:22 006
0,252.0,138.0,252.0,138.0,10:17:22 042
+2,151.0,44.0,188.92734,245.72754,10:17:24 180
＊主菜单＊,0,0,0,0,10:17:24 298
0,206.0,234.0,206.0,234.0,10:17:29 693
邮箱,0,0,0,0,10:17:29 768
+1,264.0,160.0,41.521175,209.39902,10:17:33 508
+1,277.0,137.0,14.54391,221.70992,10:17:34 012
任务3, 结束
任务4, 开始
+2,143.0,24.0,174.53253,248.16867,10:17:42 819
＊主菜单＊,0,0,0,0,10:17:43 500
+1,186.0,180.0,25.0,200.0,10:17:45 659
+1,224.0,173.0,21.908598,202.6199,10:17:45 737
+1,224.0,161.0,46.0,204.0,10:17:45 882
+1,218.0,151.0,29.0,203.0,10:17:45 954
+1,255.0,168.0,40.810673,227.91124,10:17:46 241
+1,215.0,156.0,109.39823,181.9276,10:17:46 730
0,217.0,223.0,217.0,223.0,10:17:47 372
下载,0,0,0,0,10:17:47 411
+1,263.0,135.0,14.721981,226.98701,10:17:49 260
+1,249.0,148.0,29.834354,206.68214,10:17:49 632
+1,221.0,177.0,29.425812,195.78328,10:17:49 972
0,231.0,161.0,231.0,161.0,10:17:50 430
0,203.0,180.0,203.0,180.0,10:17:50 957
0,292.0,192.0,292.0,192.0,10:17:55 154
+1,267.0,198.0,180.0,219.11108,10:17:55 507
任务4, 结束
+2,153.0,20.0,258.249,300.4762,10:17:59 530
＊主菜单＊,0,0,0,0,10:17:59 568
任务5, 开始
-1,73.0,134.0,283.5,149.5,10:18:01 953
-1,123.0,200.0,300.43857,180.02551,10:18:02 676
-1,84.0,182.0,288.0,159.0,10:18:03 422
0,243.0,140.0,243.0,140.0,10:18:04 285
0,211.0,122.0,211.0,122.0,10:18:06 033
音乐,0,0,0,0,10:18:06 521
+1,249.0,152.0,30.0,227.0,10:18:08 006
+1,251.0,143.0,10.136639,186.35309,10:18:10 281
任务5, 结束
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
+1,213.0,137.0,39.227993,226.658,10:18:12 806
-1,59.0,184.0,308.03177,180.34393,10:18:18 497
-1,57.0,192.0,273.0,171.0,10:18:20 520
+1,214.0,172.0,36.68894,198.42734,10:18:22 499
+1,245.0,165.0,14.31974,231.564,10:18:25 502
