0,163.0,185.0,163.0,185.0,17:47:51 655
任务1, 开始
0,213.0,123.0,213.0,123.0,17:48:02 030
睡眠,0,0,0,0,17:48:02 081
+1,262.0,182.0,101.0,211.0,17:48:05 134
+1,267.0,173.0,92.09031,190.35529,17:48:06 421
任务1, 结束
任务2, 开始
+2,144.0,41.0,135.56236,294.8184,17:48:19 636
＊主菜单＊,0,0,0,0,17:48:19 677
+1,287.0,154.0,102.0,189.0,17:48:21 534
+1,260.0,173.0,108.0,194.0,17:48:22 138
+1,231.0,185.0,105.0,202.0,17:48:22 868
0,199.0,115.0,199.0,115.0,17:48:23 596
音乐,0,0,0,0,17:48:23 657
+1,260.0,173.0,101.0,191.0,17:48:26 127
+1,289.0,168.0,169.5,187.5,17:48:27 502
-1,59.0,191.0,286.0,162.0,17:48:28 686
任务2, 结束
任务3, 开始
+2,167.0,39.0,171.61678,294.01907,17:48:47 681
＊主菜单＊,0,0,0,0,17:48:47 722
+1,223.0,195.0,53.0,245.0,17:48:49 973
+1,206.0,193.0,96.0,219.0,17:48:50 532
+1,215.0,189.0,57.0,230.0,17:48:51 312
+1,215.0,196.0,36.498642,230.15193,17:48:52 085
-1,59.0,221.0,283.0,207.0,17:48:52 798
-1,64.0,205.0,209.0,190.0,17:48:52 961
-1,52.0,221.0,216.0,223.0,17:48:53 412
-1,56.0,230.0,225.0,216.0,17:48:54 251
-1,52.0,225.0,221.0,223.0,17:48:55 208
0,208.0,129.0,208.0,129.0,17:48:56 030
微信,0,0,0,0,17:48:56 071
+1,253.0,178.0,76.29383,197.41838,17:48:58 768
+1,293.0,168.0,130.34381,195.5592,17:48:59 611
+1,273.0,174.0,150.0,187.0,17:49:00 202
+1,279.0,180.0,106.0,192.0,17:49:00 954
+2,162.0,44.0,146.0,246.0,17:49:02 298
＊主菜单＊,0,0,0,0,17:49:02 440
0,100.0,233.0,100.0,233.0,17:49:04 456
短信息,0,0,0,0,17:49:04 604
+1,271.0,169.0,176.0,180.0,17:49:07 151
+1,191.0,175.0,45.729446,187.14076,17:49:08 416
+1,270.0,154.0,136.0,182.0,17:49:09 254
-1,33.0,214.0,262.0,221.0,17:49:09 630
+2,203.0,50.0,185.5,301.5,17:49:10 481
＊主菜单＊,0,0,0,0,17:49:10 533
+2,175.0,55.0,178.96379,241.78279,17:49:16 477
-1,47.0,210.0,215.0,193.0,17:49:17 959
+1,223.0,174.0,85.0,221.0,17:49:19 013
+1,272.0,168.0,49.447212,225.67589,17:49:19 631
+1,278.0,160.0,134.99617,192.42505,17:49:21 429
+1,270.0,154.0,174.0,175.0,17:49:23 080
0,187.0,235.0,187.0,235.0,17:49:24 546
笔记,0,0,0,0,17:49:24 582
+1,294.0,179.0,117.70745,217.86037,17:49:27 130
+1,273.0,151.0,81.94621,206.28297,17:49:27 724
任务3, 结束
任务4, 开始
+2,183.0,46.0,224.5,283.0,17:49:44 129
＊主菜单＊,0,0,0,0,17:49:44 197
+1,214.0,191.0,104.0,223.0,17:49:46 311
+1,213.0,157.0,103.0,203.0,17:49:46 755
0,212.0,219.0,212.0,219.0,17:49:49 622
下载,0,0,0,0,17:49:49 746
+1,267.0,156.0,155.0,190.0,17:49:51 440
任务4, 结束
任务5, 开始
+2,192.0,42.0,176.06548,259.9871,17:50:04 234
＊主菜单＊,0,0,0,0,17:50:05 139
-1,59.0,206.0,260.0,194.0,17:50:05 735
-1,54.0,220.0,243.0,191.0,17:50:06 357
-1,78.0,225.0,263.0,200.0,17:50:07 173
-1,59.0,218.0,223.0,198.0,17:50:08 005
0,94.0,224.0,94.0,224.0,17:50:08 676
新浪微博,0,0,0,0,17:50:08 729
+1,274.0,154.0,120.620316,186.8694,17:50:11 138
+1,219.0,178.0,82.17229,196.3794,17:50:11 981
+1,226.0,156.0,58.0,194.01233,17:50:14 635
0,213.0,78.0,213.0,78.0,17:50:14 675
+1,294.0,174.0,87.0,200.0,17:50:15 162
+1,286.0,183.0,38.5,221.0,17:50:20 639
-1,78.0,188.0,224.0,172.0,17:50:20 935
-1,61.0,223.0,282.36182,206.09117,17:50:21 981
任务5, 结束
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
+1,242.0,183.0,72.0,220.0,17:50:33 041
+1,226.0,182.0,36.0,217.0,17:50:33 835
-1,36.0,187.0,286.0,212.0,17:50:36 641
-1,31.0,191.0,262.0,216.0,17:50:36 983
