0,135.0,160.0,135.0,160.0,17:20:00 931
-2,141.0,201.0,179.44594,30.0,17:20:01 245
+2,182.0,73.0,205.24748,279.3367,17:20:02 092
＊主菜单＊,0,0,0,0,17:20:02 161
任务1, 开始
-1,103.0,191.0,291.0,180.0,17:20:30 888
-1,136.0,201.0,287.0,203.0,17:20:32 019
-1,150.0,213.0,306.0,190.0,17:20:34 652
0,130.0,127.0,130.0,127.0,17:20:35 476
相机,0,0,0,0,17:20:35 549
0,134.0,115.0,134.0,115.0,17:20:35 605
相机,0,0,0,0,17:20:35 928
+2,190.0,72.0,177.39066,286.5946,17:20:38 835
＊主菜单＊,0,0,0,0,17:20:38 909
+2,141.0,77.0,139.30257,296.8135,17:20:42 494
＊主菜单＊,0,0,0,0,17:20:42 613
0,107.0,223.0,107.0,223.0,17:20:46 398
视频,0,0,0,0,17:20:46 447
+1,263.0,176.0,95.54906,211.93459,17:20:47 775
+1,294.0,140.0,52.70955,229.45642,17:20:48 602
+1,270.0,181.0,94.527435,191.11813,17:20:50 241
任务1, 结束
+2,135.0,101.0,117.86354,286.23935,17:20:57 148
＊主菜单＊,0,0,0,0,17:20:57 241
-1,111.0,215.0,266.0,216.0,17:21:00 044
-1,107.0,157.0,270.0,131.0,17:21:01 073
-1,134.0,153.0,301.0,149.0,17:21:01 987
+1,292.0,160.0,90.0,231.0,17:21:03 133
0,212.0,224.0,212.0,224.0,17:21:03 798
邮箱,0,0,0,0,17:21:03 892
任务2, 开始
+1,267.0,185.0,57.068916,237.86217,17:21:15 643
+1,304.0,153.0,54.0,218.34055,17:21:16 526
+1,268.0,176.0,67.6541,232.6918,17:21:17 264
+1,282.0,189.0,24.5,197.0,17:21:17 903
-1,64.0,175.0,327.0,139.0,17:21:18 882
任务2, 结束
任务3, 开始
+2,143.0,82.0,131.5,289.5,17:21:44 016
＊主菜单＊,0,0,0,0,17:21:44 112
+1,269.0,179.0,107.0,220.0,17:21:46 529
+1,269.0,178.0,60.0,231.0,17:21:47 408
+1,295.0,182.0,31.0,228.0,17:21:47 991
0,115.0,236.0,115.0,236.0,17:21:49 485
视频,0,0,0,0,17:21:49 570
+1,247.0,222.0,67.0,245.0,17:21:51 907
+1,280.0,149.0,85.27315,192.53497,17:21:53 488
-1,65.0,144.0,284.0,156.0,17:21:54 291
+2,260.0,71.0,198.42317,287.95084,17:21:55 632
＊主菜单＊,0,0,0,0,17:21:55 762
+1,255.0,178.0,99.0,195.0,17:21:58 962
+1,266.0,166.0,17.0,188.0,17:22:00 024
+1,285.0,192.0,62.0,246.0,17:22:01 377
+1,293.0,184.0,52.0,231.0,17:22:02 905
-1,97.0,129.0,269.0,114.0,17:22:03 863
-1,102.0,191.0,297.0,156.0,17:22:04 661
-1,100.0,183.0,267.0,150.0,17:22:05 848
+1,244.0,175.0,33.0,225.0,17:22:08 610
0,98.0,117.0,98.0,117.0,17:22:09 383
浏览器,0,0,0,0,17:22:09 422
+1,285.0,182.0,47.045246,238.70462,17:22:11 936
-1,128.0,190.0,266.0,187.0,17:22:15 409
任务3, 结束
-1,87.0,212.0,290.0,168.0,17:22:25 909
+2,160.0,59.0,156.0,250.0,17:22:26 169
＊主菜单＊,0,0,0,0,17:22:26 211
任务4, 开始
-1,134.0,166.0,292.0,134.0,17:22:30 007
-1,73.0,180.0,305.90924,114.482414,17:22:30 116
-1,100.0,199.0,296.0,166.0,17:22:32 503
-1,128.0,164.0,298.0,152.0,17:22:33 326
0,111.0,127.0,111.0,127.0,17:22:34 198
健康运动,0,0,0,0,17:22:34 257
+1,280.0,175.0,21.570852,235.13846,17:22:39 410
+1,296.0,172.0,50.034096,249.72433,17:22:41 906
任务4, 结束
任务5, 开始
+2,137.0,57.0,124.127716,268.7962,17:22:51 843
＊主菜单＊,0,0,0,0,17:22:51 952
+1,303.0,168.0,40.0,216.0,17:22:55 082
+1,305.0,162.0,93.0,223.0,17:22:56 171
+1,260.0,182.0,66.63522,221.47296,17:22:56 943
+1,293.0,163.0,28.0,224.0,17:22:57 604
+1,285.0,177.0,32.63948,224.94186,17:22:58 693
+1,261.0,179.0,29.0,221.0,17:23:00 079
+1,241.0,177.0,37.0,230.0,17:23:01 655
+1,272.0,183.0,50.0,233.0,17:23:03 186
-1,146.0,202.0,291.0,185.0,17:23:03 805
-1,134.0,205.0,258.0,186.0,17:23:04 378
+1,305.0,162.0,22.0,229.0,17:23:08 045
+1,288.0,178.0,49.0,254.0,17:23:08 162
0,246.0,227.0,246.0,227.0,17:23:08 754
0,175.0,244.0,175.0,244.0,17:23:10 425
0,184.0,198.0,184.0,198.0,17:23:12 962
下载,0,0,0,0,17:23:13 011
任务5, 结束
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
