0,174.0,176.0,174.0,176.0,159270.224
+2,148.0,51.0,152.0,269.0,159271.219
7000,0,0,0,0,159271.272
8001,998,0,0,0,0
-1,51.0,208.0,252.0,205.0,159285.336
-1,57.0,185.0,254.0,177.0,159285.412
-1,78.0,190.0,282.0,151.0,159285.487
-1,41.0,194.0,271.0,167.0,159285.562
-1,60.0,188.0,303.0,152.0,159285.636
-1,65.0,171.0,264.0,176.0,159286.1
0,220.0,114.0,220.0,114.0,159286.912
7002,0,0,0,0,159287.281
+1,295.0,161.0,113.0,237.0,159289.983
+1,273.0,153.0,48.093964,237.434,159291.522
8001,999,0,0,0,0
8002,998,0,0,0,0
+2,179.0,75.0,168.39973,298.4031,159300.829
7000,0,0,0,0,159300.905
+1,296.0,174.0,60.0,263.0,159302.794
+1,258.0,183.0,62.0,241.0,159303.145
+1,234.0,175.0,83.0,229.0,159303.542
+1,225.0,153.0,87.0,216.0,159303.66
+1,226.0,141.0,49.0,211.0,159304.078
+1,262.0,159.0,131.0,191.0,159304.487
+1,285.0,157.0,129.0,218.0,159304.95
0,217.0,234.0,217.0,234.0,159305.604
7028,0,0,0,0,159306.193
8002,999,0,0,0,0
8003,998,0,0,0,0
+2,151.0,90.0,147.0,277.0,159322.218
7000,0,0,0,0,159322.336
-1,94.0,192.0,301.0,179.0,159325.852
0,208.0,104.0,208.0,104.0,159328.35
7022,0,0,0,0,159328.402
+2,144.0,42.0,137.51886,248.64214,159331.953
7000,0,0,0,0,159332.028
-1,95.0,197.0,266.0,214.0,159335.298
0,200.0,228.0,200.0,228.0,159335.915
7020,0,0,0,0,159335.9729999999
+1,259.0,160.0,45.925392,237.69775,159338.212
+1,284.0,153.0,77.0,226.0,159339.118
8003,999,0,0,0,0
+2,177.0,51.0,137.07947,263.08618,159346.011
7000,0,0,0,0,159346.155
8004,998,0,0,0,0
-1,67.0,189.0,296.0,191.0,159351.52
-1,68.0,171.0,219.0,177.0,159352.66
-1,75.0,173.0,277.0,174.0,159354.359
+1,288.0,157.0,85.0,223.0,159355.222
0,99.0,214.0,99.0,214.0,159355.89
7011,0,0,0,0,159355.991
8004,999,0,0,0,0
8005,998,0,0,0,0
+2,201.0,99.0,173.75731,281.00748,159368.213
7000,0,0,0,0,159368.253
+1,287.0,169.0,63.0,256.0,159370.398
0,234.0,109.0,234.0,109.0,159371.893
7014,0,0,0,0,159371.931
+1,229.0,191.0,51.92871,236.72266,159374.715
+1,296.0,177.0,72.0,261.0,159376.279
-1,93.0,177.0,233.2959,145.92857,159377.15
+1,273.0,193.0,64.0,256.0,159381.904
-1,21.0,190.0,273.0,220.0,159382.841
8005,999,0,0,0,0
66666666666666666666
