8001,998,0,0,0,0
-1,57.0,161.0,300.6851,173.53874,142960.356
+1,258.0,175.0,27.741367,237.08298,142960.443
+1,291.0,141.0,148.0,207.0,142960.867
8001,999,0,0,0,0
8002,998,0,0,0,0
-1,107.0,60.0,145.81975,198.19887,142968.335
+2,178.0,96.0,206.0,263.0,142971.862
7000,0,0,0,0,142971.897
-1,155.0,182.0,306.0,162.0,142973.752
-1,134.0,175.0,280.0,148.0,142974.221
-1,194.0,161.0,287.0,149.0,142974.47
-1,175.0,139.0,266.0,143.0,142974.65
0,222.0,109.0,222.0,109.0,142976.314
7002,0,0,0,0,142976.384
8002,999,0,0,0,0
+2,221.0,79.0,181.0,246.0,142987.495
7000,0,0,0,0,142987.629
8003,998,0,0,0,0
+1,209.0,188.0,107.0,230.0,142990.985
+1,238.0,147.0,118.0,175.0,142991.414
+1,234.0,147.0,46.0,212.0,142991.572
0,66.0,187.0,66.0,187.0,142991.777
+1,172.0,217.0,51.0,257.0,142992.118
+1,133.0,230.0,76.0,229.0,142992.644
+1,208.0,183.0,79.0,227.0,142993.391
+1,226.0,215.0,66.0,235.0,142994.243
0,296.0,141.0,296.0,141.0,142994.943
+1,253.0,158.0,99.0,182.0,142996.077
0,166.0,66.0,166.0,66.0,142997.189
0,87.0,109.0,87.0,109.0,142997.391
7025,0,0,0,0,142997.553
8003,999,0,0,0,0
8004,998,0,0,0,0
+2,127.0,54.0,123.0,274.5,143009.842
7000,0,0,0,0,143009.896
+1,200.0,203.0,52.0,216.0,143011.378
+1,250.0,196.0,97.0,232.0,143011.994
-1,92.0,140.0,294.0,120.0,143012.371
-1,172.0,187.0,301.0,161.0,143013.082
-1,143.0,171.0,264.0,139.0,143014.078
-1,136.0,170.0,246.0,156.0,143014.96
0,210.0,107.0,210.0,107.0,143016.297
7010,0,0,0,0,143016.404
+1,262.0,144.0,54.268017,227.46031,143019.337
+1,222.0,162.0,90.77606,206.26651,143020.305
+1,246.0,156.0,79.0,196.0,143021.322
8004,999,0,0,0,0
+2,221.0,41.0,263.70517,254.94887,143030.073
7000,0,0,0,0,143030.206
8005,998,0,0,0,0
-1,117.0,195.0,240.14517,203.75597,143032.904
-1,119.0,189.0,294.0,178.0,143033.552
-1,131.0,185.0,194.0,190.0,143034.773
+1,219.0,149.0,95.0,178.0,143035.898
+1,206.0,173.0,71.0,158.0,143036.812
-1,85.0,175.0,268.0,154.0,143037.821
-1,142.0,155.0,271.0,189.0,143038.693
+1,295.0,178.0,141.0,161.0,143040.387
+1,248.0,155.0,38.0,224.0,143041.114
+1,257.0,191.0,72.0,233.0,143041.715
+1,224.0,202.0,26.0,219.0,143042.757
+1,249.0,214.0,108.0,228.0,143043.816
0,79.0,111.0,79.0,111.0,143044.734
0,137.0,114.0,137.0,114.0,143045.5
7021,0,0,0,0,143045.606
8005,999,0,0,0,0
66666666666666666666
+1,190.0,149.0,11.313013,172.56097,143057.312
