0,208.0,52.0,208.0,52.0,17:43:32 174
任务1, 开始
+2,182.0,26.0,209.26833,296.46518,17:43:36 844
＊主菜单＊,0,0,0,0,17:43:37 303
-1,94.0,198.0,257.0,198.0,17:43:39 082
0,108.0,220.0,108.0,220.0,17:43:39 642
短信息,0,0,0,0,17:43:39 703
+1,286.0,149.0,44.019535,231.74146,17:43:43 719
+1,267.0,157.0,52.715553,233.42822,17:43:44 416
+1,244.0,155.0,46.0,228.0,17:43:45 005
-1,93.0,187.0,266.0,206.0,17:43:45 351
0,184.0,68.0,184.0,68.0,17:43:46 031
0,76.0,75.0,76.0,75.0,17:43:47 355
0,97.0,72.0,97.0,72.0,17:43:52 792
0,98.0,70.0,98.0,70.0,17:43:54 161
+2,211.0,75.0,190.0,276.0,17:43:55 327
＊主菜单＊,0,0,0,0,17:43:55 425
+1,282.0,120.0,67.0,258.0,17:44:01 016
+1,290.0,152.0,49.718838,257.1618,17:44:01 773
-1,81.0,193.0,271.0,169.0,17:44:02 855
-1,95.0,199.0,260.0,184.0,17:44:03 422
0,222.0,100.0,222.0,100.0,17:44:03 939
微信,0,0,0,0,17:44:04 002
+1,278.0,149.0,73.0,247.0,17:44:10 227
+1,228.0,150.0,85.0,225.0,17:44:11 115
+1,278.0,165.0,91.0,232.0,17:44:12 629
+1,274.0,160.0,78.0,245.0,17:44:14 066
-1,63.0,220.0,242.0,195.0,17:44:14 972
-1,71.0,212.0,226.0,192.0,17:44:15 393
-1,67.0,178.0,213.0,149.0,17:44:16 202
-1,84.0,165.0,291.0,137.0,17:44:17 849
+2,214.0,37.0,223.0,240.5,17:44:23 290
＊主菜单＊,0,0,0,0,17:44:23 337
0,106.0,102.0,106.0,102.0,17:44:25 034
腾讯QQ,0,0,0,0,17:44:25 070
任务1, 结束
任务2, 开始
+2,150.0,47.0,181.28157,255.20718,17:44:36 790
＊主菜单＊,0,0,0,0,17:44:36 828
-1,83.0,188.0,256.0,186.0,17:44:38 450
+1,265.0,146.0,53.98385,227.5531,17:44:39 325
+1,272.0,157.0,61.0,219.0,17:44:39 971
-1,90.0,191.0,176.0,189.0,17:44:40 735
-1,100.0,190.0,276.0,218.0,17:44:41 323
-1,103.0,183.0,256.75143,191.4606,17:44:41 929
+1,263.0,161.0,28.0,227.0,17:44:43 207
+1,286.0,167.0,56.0,222.0,17:44:43 656
+1,285.0,155.0,55.0,232.0,17:44:44 639
0,218.0,106.0,218.0,106.0,17:44:45 543
音乐,0,0,0,0,17:44:45 683
+1,272.0,126.0,66.21359,185.36893,17:44:48 860
任务2, 结束
任务3, 开始
+2,195.0,58.0,179.5,282.5,17:44:55 313
＊主菜单＊,0,0,0,0,17:44:55 434
任务3, 结束
任务4, 开始
-1,86.0,150.0,252.42737,170.08325,17:45:09 877
-1,116.0,173.0,271.0,184.0,17:45:09 999
-1,108.0,183.0,265.0,200.0,17:45:10 072
0,103.0,108.0,103.0,108.0,17:45:10 816
健康运动,0,0,0,0,17:45:10 871
+1,290.0,144.0,83.54371,189.58252,17:45:13 311
+1,274.0,154.0,9.724224,196.78447,17:45:13 495
+1,288.0,178.0,35.57878,222.42122,17:45:13 963
任务4, 结束
+2,152.0,77.0,167.37376,279.88766,17:45:18 280
＊主菜单＊,0,0,0,0,17:45:18 321
任务5, 开始
+1,255.0,158.0,31.0,186.0,17:45:24 379
+1,249.0,140.0,29.0,195.0,17:45:24 564
+1,288.0,179.0,56.0,210.0,17:45:25 084
+1,264.0,173.0,60.0,208.0,17:45:25 799
0,103.0,222.0,103.0,222.0,17:45:26 473
卡包,0,0,0,0,17:45:26 559
+1,284.0,144.0,58.0,192.0,17:45:30 043
+1,250.0,150.0,53.0,198.0,17:45:31 120
+1,280.0,150.0,89.0,216.0,17:45:32 650
+1,287.0,146.0,69.22894,197.32011,17:45:34 608
任务5, 结束
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
